75,0,"According to the Kamasutra, what should the man do to initiate sex?"
76,0,The missionary position comes from western culture and doesn't appear in the Kamasutra?
77,0,In which of these positions is the woman on the bottom?
78,0,"What characterises the position ""Venus's collar""?"
79,0,Which star compares good sex to buying shoes?
80,0,Which star said she doesn't need a sex partner because she does it herself?
81,0,Which star measures a man by the size of his penis?
82,0,"Which star said: ""What is a man for? I have electronic gadgets to replace him at home.""?"
83,0,"Which star said: ""Everything is sex, it is the animal thing that connects us all.""?"
84,0,Which star said her catholic upbringing multiplied her promiscuity by ten?
85,0,Which star recommends sodomy to all women?
86,0,"Which star said: ""Sex is part of nature, and I obey nature.""?"
87,0,"Which star said: ""I love sex in a car. If I'm ready, the back seat does it.""?"
88,0,Which star says she has better orgasms since turning 40?
89,0,If the man can find the G-spot that will result in an immediate orgasm?
90,0,The size of a penis is related to how much pleasure the woman feels?
91,0,"After childbirth, the vagina stays stretched?"
93,0,A man can not fake an orgasm?
94,0,What is the Mound of Venus?
95,0,Clitoris size influcences female pleasure?
96,0,What is the name of the muscle exercizes used to increase vaginal sensation?
98,0,Which famous position doesn't stiumlate the clitoris?
99,0,Shaving plays a role in female sensation?
100,0,Which is a trick to intensify pleasure?
101,0,Which oil should I use during love making?
103,0,Using sextoys reduces the sensitivity of the vagina?
104,0,What percent of people have see a pornographic film?
105,0,What is candaulism?
107,0,What is Axillism?
108,0,Which style of videos has captured american mens fantasy recently?
109,0,What is the average age for a woman to loose her virginity?
110,0,What is priapism?
112,0,Samantha from Sex & the City has a sextoy styled as a what?
113,0,The G-spot is located where?
114,0,What percentage of woman masturbate regularly?
115,0,Fellatio is the stimulation of a penis by a mouth?
116,0,The glans is the most sensitive part of a penis?
117,0,"According to recent studies, what is the most common fantasy of men?"
118,0,Fantasizing means you have have a sexual problem?
119,0,What percent of woman have tried sodomy?
120,0,Oral to Anal contact is called what?
123,0,The sphincter dilates naturally with excitation?
124,0,What is the name of the hormone responsible for lust?
125,0,You can only increase testosterone with medication?
126,0,At what point does a woman have the highest libido?
127,0,Male excitation is largely dominated by which sense?
128,0,Woman can secret a hormone to turn-off men?
130,0,The seasons have an effect on female desire?
131,0,Which of these foods is known to be an aphrodisiac?
132,0,There is a female viagra?
133,0,Which illness has an impact on sexual desire?
134,0,What are people with no sexual desire called?
135,0,"If the female vagina is not naturally lubricated, it means she is not excited?"
136,0,What is the average size of the clitoris?
137,0,Which of these terms is associated with a clitoris?
138,0,Which part of a clitoris is the most sensitive?
139,0,How many nerve endings can be found in a clitoris?
140,0,What proportion of woman say they need clitorial stimulation to orgasm?
141,0,Is it possible to have multiple orgasms by stimulating the clitoris alone?
143,0,The most sensitive erogenous zone in men is which?
144,0,Men like to be touched on the penis just after ejaculation?
145,0,"In men, if there is an ejaculation, there is always an orgasm?"
148,0,An ejaculation is never painful?
150,0,The word orgasm comes from the greek word orgân. What does it mean?
151,0,What is the scientific term for failing to orgasm?
152,0,Sexologists recommend what to guarantee an orgasm?
153,0,How many calories are burned during one orgasm?
154,0,A man can orgasm without ejaculating. What is the reason?
155,0,How many women admit to faking an orgasm?
156,0,What percent of woman ejaculate?
157,0,A woman can improve her orgasm by training which muscle?
158,0,Women report often having an orgasm when?
159,0,Women can orgasm up until when?
160,0,All women have a G-spot?
161,0,The G-spot is named after it's discoverer. What is his name?
163,0,"To the touch, the G-spot is what?"
165,0,What position is known to best stimulate the G-spot?
166,0,"Vaginal orgasms, by stimulating the G-spot, feel the same as a clitorial orgasm?"
167,0,G-spot stimulation can lead to female ejaculation?
168,0,Which is the correct spelling?
173,0,What is Klismaphilia?
174,0,Which term is used to describe a sexual attraction towards stealing?
177,0,Pregnant woman are the objects of desire for:
178,0,Being sexually attracted to a shaved pubis is called:
179,0,Acrotomophilia is to be excitated by the idea to have a sexual relationship with:
180,0,If you feel sexually attracted to statues you are:
181,0,Foot fetish is the common word for:
185,0,What is an Omorashi?
194,0,"In colonial New England, it was forbidden to make love:"
198,0,How much time is needed for a woman to achieve orgasm with only clitorial stimulation?
206,0,What percent of a woman's breast is fat?
212,0,What percentage of men will suffer from erectile dysfunction?
216,0,At what speed does a man ejaculate?
217,0,"Globally, how many dollars are spent each second on pornography?"
226,0,What is the average time a woman takes to achieve orgasm from vaginal penetration?
228,0,How many times does the perineum contract during a strong orgasm?
230,0,At what age is a woman most likely to have vaginal orgasms?
233,0,"In Japan, there are bars where the floor is a mirror so customers can see up the skirt of the waitresses?"
234,0,"In Tanzania, a woman has the right to cut off the testicles of her husband?"
235,0,"In Taiwan, saying someone wears a green hat means that person is gay?"
236,0,"In Peru, a single man is forbidden to show affection to a female Llama?"
237,0,"In Tibet, fellatio is punishable by fine?"
239,0,"In Russia, train companies offer sexual service staff for long distance trips?"
240,0,"In Malaysia, some men sting their penis with bees to enlarge it temporarily?"
241,0,"In some parts of Columbia, it is custom for mothers to be present during consummation of the daughter's marriage?"
243,0,"In 2008, how many pornographic films were produced in Hollywood?"
245,0,What percent of data on the internet is estimated to be pornographic?
