11,How to know her better?,"***The vulva***

Is the external genital organs of the female .The vulva has a sexual function; these external organs are richly innervated and provide pleasure when properly stimulated


***Mons Veneris***

The mons veneris, Latin for ""hill of Venus"" (Roman Goddess of love) is the pad of fatty tissue that covers the pubic bone below the abdomen but above the labia. The mons is sexually sensitive in some women and protects the pubic bone from the impact of sexual intercourse. 


***Clitoris***

The clitoris, is the small white oval between the top of the labia minora and the clitoral hood, is a small body of spongy tissue that is highly sexually sensitive. Only the tip or glans of the clitoris shows extrernally, but the organ itself is elongated and branched into two forks, the crura, which extend downward along the rim of the vaginal opening toward the perineum. Thus the clitoris is much larger than most people think it is -- about 4"" long, on average. The clitoral glans or external tip of the cltoris is protected by the prepuce, or clitoral hood, a covering of tissue similar to the foreskin of the male penis. During sexual excitement, the clitoris may extend and the hood retract to make the clitoral glans more accessible. 
	
***Labia Minora***

The labia minora are the inner lips of the vulva, thin stretches of tissue within the labia majora that fold and protect the vagina, urethra, and clitoris. The appearance of labia minora can vary widely, from tiny lips that hide between the labia majora to large lips that protrude. The most common metaphor for the labia minora is that of a flower. Both the inner and outer labia are quite sensitive to touch and pressure. 

***Labia Majora***

The labia majora are the outer lips of the vulva, pads of fatty tissue that wrap around the vulva from the mons to the perineum. These labia are usually covered with pubic hair, and contain numerous sweat and oil glands, and it has been suggested that the scent from these are sexually arousing. 
	
	
***Vagina***
The vagina extends from the vaginal opening to the cervix, the opening to the uterus. The vagina serves as the receptacle for the penis during sexual intercourse, and as the birth canal through which the baby passes during labor. The average vaginal canal is three inches long, possibly four in women who have given birth. This may seem short in relation to the penis, but during sexual arousal the cervix will lift upwards and the fornix may extend upwards into the body as long as necessary to receive the penis. After intercourse, the contraction of the vagina will allow the cervix to rest inside the fornix, which in its relaxed state is a bowl-shaped fitting perfect for the pooling of semen. At either side of the vaginal opening are the Bartholin's glands, which produce small amounts of lubricating fluid, apparently to keep the inner labia moist during periods of sexual excitement. Further within are the hymen glands, which secrete lubricant for the length of the vaginal canal. ",0,0
11,Everything about the penis†,"Men are competitive when it comes to their ability to satisfy women, and unfortunately after years of locker-room comparisons, the go-to source of pride or shame is the size of that with which they're working. 

A non-erect penis usually measures between 8.5cm and 10.5cm (3-4 inches) from tip to base. The average figure is about 9.5cm (3.75 inches), but this kind of precise measurement is rather valueless. Great majority of penises measure between 15cm and 18cm (6-7 inches) when erect, with the average figure being about 16.5cm (6.5 inches).So you can see that even if a man has got a 'small' penis, he's got a built-in compensating factor that will bring him up to about the same size as the guy who appears to be 'better equipped' in the shower room. If you're really worried that your penis is the wrong size, go and see your doctor. Their also various methods that are so widely advertised to the public can be summed up as follows.

* Pills or patches for increasing penis size
* enlargement surgery
* enlargement exercices
* suction devices

Several European experts say that the relatively new stretcher or extender devices may sometimes be of value in giving a man a little extra length.
",0,1
11,Everything about the Erections ,"***Erectile dysfunction***
 
Erectile dysfunction (ED), also known as impotence, is the inability to achieve or sustain an erection for satisfactory sexual activity. Erectile dysfunction is different from other conditions that interfere with male sexual intercourse, such as lack of sexual desire and problems with ejaculation and orgasm. In older men, ED usually has a physical cause, such as disease, injury, or side effects of drugs. Any disorder that causes injury to the nerves or impairs blood flow in the penis has the potential to cause ED. ED is treatable at any age, and awareness of this fact has been growing. More men have been seeking help and returning to normal sexual activity because of improved, successful treatments for ED.


***Priapism***
 
Priapism is a prolonged painful erection, lasting more than four hours, that does not result from sexual desire and does not subside despite orgasm. Normally, blood enters the erectile tissues of the penis and forms an erection which subsides with an orgasm.  It is either due to too much blood flowing into the erectile tissues of the penis (high flow state priapism), or from blood not leaving the corpora fast enough (low flow state priapism). High flow state is usually associated with trauma. 
Long-lasting (greater than 4 hours), ischemic erections, known as low flow priapism, usually consist of a painful erection, due to the lack of oxygen to the penis. This problem is a medical emergency condition and should be treated within a short period of time. The condition known as high flow priapism is characterized by a constant, painless erection. This is not a medical emergency, but requires medical attention nonetheless. 


***Impotence***

Loss of sex drive and impotence are very common in men and women as they age, and talking with your doctor can alleviate fears, as there are many treatment options. Stress is a key factor in one's sexual health. The simple act of fearing that you may not be able to get an erection can in itself cause erectile dysfunction. There are two facets to maintaining an erection, one is physical, and one is mental. When partners are on the opposite end of the libido scale, it is important to communicate and find ways to pleasure each other when intercourse is not possible.",0,1
11,Circumcision  or not†?,"Boys are born with a hood of skin, called the foreskin, covering the head (also called the glans) of the penis. In circumcision, the foreskin is surgically removed, exposing the end of the penis. circumcision often do so based on religious beliefs, concerns about hygiene, or cultural or social reasons, such as the wish to have their son look like other men in the family. Penile problems, such as irritation, inflammation, and infection, are more common in uncircumcised males. It's easier to keep a circumcised penis clean, although uncircumcised boys can learn how to clean beneath the foreskin once the foreskin becomes retractable.

Some people claim that circumcision either lessens or heightens the sensitivity of the tip of the penis, decreasing or increasing sexual pleasure later in life. But neither of these subjective findings has been proved. Although circumcision appears to have some medical benefits, it also carries potential risks ó as does any surgical procedure. These risks are small, but you should be aware of both the possible advantages and the problems before you make your decision.
",0,1
11,Everything about the Ejaculation,"***Ejaculation***

Is the ejecting of semen (usually carrying sperm) from the male reproductory tract, and is usually accompanied by orgasm.Ejaculation takes place in two stages.

First stage: The first stage is called emission (which means ""the act of sending or throwing something out"")

Second stage: Ejaculation proper. The second stage is called ejaculation proper (which means ""real ejaculation""). When ejaculation proper begins, the man starts having an orgasm.

Normally, an ejaculation makes between 2and 6 milliliters (up to one teaspoonful) of semen. The number of sperm in an ejaculation of semen depends on many things. There may be more sperm if: the man is younger, his body produces more of the hormone testosterone, which makes a person look and feel like a man, his testicles are not too warm, he has not ejaculated for some time, and he has been stimulated for a longer time before ejaculation.


***Premature Ejaculation***

Defined as ejaculating before either partner achieves satisfaction, premature ejaculation is one of the most common complaints affecting most men from time to time. It often occurs early in relationships when sexual excitement, some anxiety and over stimulation are common features. It is also more common in younger men who are finding out about sexual activity and sexual relationships and men of all ages after a long period without sex. Premature ejaculation is rarely caused by any underlying disease, structural or physical problems. Remember getting good at sex and overcoming premature ejaculation can take a bit of time. Practice makes perfect. If you find that things are not improving then help is available from sex therapists who are experts in this field.


***Sperms***

A sperm is a very tiny male sex cell. Under a microscope, sperm look just like tadpoles. 
Quantity-Most men release about one teaspoon of fluid when ejaculating. Genetics play a major role in how much a man produces. And, how frequently he can ejaculate. 
Color-The color is generally a pearly white. But, it can also be grayish or yellowish to yellow. 
Taste and Smell-The taste and smell can vary a lot from man to man. It is affected by general health, medication, and often by what you eat. ",0,1
11,The male G-spot,"
The process of prostate milking, otherwise known as stimulating the male G-spot, is one that can potentially lead to the ultimate male orgasm. Knowing where to find the male G-spot and properly stimulating it are the keys to unlocking the most electrifying sexual experience a man could have. The male G-spot can be used to heighten sexual intercourse or as a form of masturbation. The male G-spot is actually a man's prostate, the gland responsible for producing semen. 

It is located below the bladder and in front of the rectum; it is a bump about the size of a chestnut.To locate the male G-spot ,Gently insert your finger into your anus and probe slowly. You will know you've reached the prostate gland when you come across the chestnut-size bump that is roughly 2 inches inward.",0,1
11,The female G-spot,"The term ""G-Spot"" was coined after the German gynecologist Ernst Gr‰fenberg.The G spot is an area located a few inches up inside the vagina near a woman's stomach. Glands located in this area produce a watery substance which is expelled during female ejaculation. The tissue surrounding these glands swells with blood during sexual arousal producing an orgasm different from those produced by clitoral stimulation.

To Find your G spot, Place your palm face down on your vulva and insert a finger inside your vagina bending it forward and pressing upward. It's important to use firm pressure when trying to locate your G spot. About 2 inches up you should feel a bump or ridged area on the upper wall of your vagina. This area is usually only about 1 inch in diameter. When you stimulate your G spot it will produce a very strong sensation.",0,1
12,What materials to choose?,"Sex toys are available in a wide variety of materials. Each material has unique characteristics that add functionality and give a certain look and feel to the item. By choosing the right one will help you enjoy your toy for years to come.

 Latex 
Latex toys are generally more cost-effective than silicone. However, they have their disadvantages. Latex is soft, but not pliable so these products do not bend well. Latex is also very porous, which makes the toy break down over time and difficult to clean properly. Since you cannot sterilize latex toys you MUST use condoms on your toys if you share them with a partner or use them for vaginal and anal penetration.† 
Jelly
Jelly toys are most often soft, flexible and colorful. It is very easy to mold. Jelly is also a very pliable material which contributes to a soft, smooth and supple feel, yet it retains some rigidity. Jelly rubber is porous, so there are places for bacterial to hide, making washing your jelly rubber sex toys very important. Using a non-lubricated condom helps.
Cyber skin or UR3

Cyberskin toys typically fall in the ìrealisticî materials category. The material imitates the look and feel of human skin. Cyberskin is soft like skin, warms up to body temperature quickly, Using a non-lubricated condom helps.

Silicone

Silicone is a highest quality material; Silicone retains its softness over time better than other materials. It also covers a wide range of vibrators and providing them with sweetness. It has been democratized by Brand Fun Factory and Joy Division.
The fun factory and joy division sex toys are ideal for penetration.

Plastic
Plastic is the most traditional material. The traditional or classic style plastic toys also usually have very smooth surfaces. Plastic  offer the advantage of powerful vibrations because the hard plastic material transfers vibrations very effectively from the motor to the user.

Glass                                                                                                                           
This is a tough material; Glass retains temperature extremely well and requires only a little lube for a super-slippery effect. Care should be taken to avoid dropping glass sex toys, as they may crack or break. Examine your toy before each use. If you notice a crack in a glass toy, stop using it. You wouldnít want to risk having it break during use.
Gold and silver:
These are Precious materials which will be very enjoyable because they are very smooth, it retains some rigidity. It retains temperature extremely well.
This is very chic but not the most comfortable material for penetration.
",2,0
12,What lubricants to choose?,"Using lubricants is an easy way to maximize your pleasure during sex. They can make sexual activity more slippery, sensual, and fun but It's important to find a lubricant that's right for you. 
Here's the lowdown on lubricants: 
Water-based lubricants: These all-purpose lubes are the most common ones, since they're safe to use with sex toys and latex contraceptives like condoms, diaphragms, and sponges. Some good water-based lubricants include K-Y Ultra Gel (which has a ""warming"" version) and Liquid Silk. Flavored, edible water-based lubricants are also popular and fun, though they often contain yeast-encouraging sugar and glycerin.
Silicone-based lubricants: These lubricants last longer than water-based ones. There are Silicone lubricants that double as sensual massage oils. Keep in mind that some women are easily irritated by silicone, so test it out first. Also, silicone-based lubricants are harder to wash off bedding and clothing and are more expensive than water-based ones.

Special lubricants for fisting: 
The lubricants are especially suited for large penetrations such as using large  sex toys for fist-fucking.
It is important that these types of lubricants are water based and compatible with latex.
Oil-based lubricants: Common oil-based lubes include Vaseline and vitamin E oil. These lubricants can be great for hand jobs, but they are not considered safe for use with latex products or rubber toys, as they can break down the latex. They're also very messy and difficult to clean up because of their thick texture. 

Heat Lubricants: 
The lubricant has been designed so that it heats up with your own natural body temperature, and with contact. This makes the sensation more natural and enjoyable.In general, these gels are compatible with latex, silicone, Feel free to read the directions on the packaging.

Now that you know the basics, go ahead and experiment with different lubricants to find one that works for you...",2,1
12,Aphrodisiac!,"It is a substance or activity which is supposed to heighten sexual interest and desire. The herbs and spices below can help achieve longer lasting erections, female lubrication and more intense orgasms, resulting in more satisfactory sex. Regardless of their validity, aphrodisiacs have plenty of evidence by happy users to support their claims.Aphrodisiacs were first sought out as a remedy for various sexual anxieties including fears of inadequate performance as well as a need to increase fertility.
Collectively these compounds, regardless of their sources are known as aphrodisiacs, after the Greek goddess of love, Aphrodite. Sex drive in both men and women can be enhanced with herbs and itís sought to insure both male and female potency.

Asafetida
Galangal
Maniguette
santal wood
royal jelly
Maca
Cinnamon
Ginger
Muira puama
Sesame
ginseng
Nutmeg
Vanilla
Clove
Cardamone
Poppy
Verbena Tea
Catuaba
Cranberry
Pepper
Whippet
Celery
Guarana
Pumpkin
Ying yang huo
Centella
Coffee
Rosemary
Yohimbe
Damiana
Kola
Rudbeckia
Eleutherocoque
Mandragore
Saffron


Try and see which works better on youÖ",2,0
12,For her: I wish to stimulate my clitoris!,"For the women who wish to stimulate only the clitoris and their erogenous zones, we advise you to use a sex toys like a vibrator, a mini stimulating or a vibrating panties.


The vibrator: 
This is a sex toy used to provide sexual pleasure and to enhance orgasm by stimulating the clitoris. They may have special designs and models that would not resemble a vibrator. They commonly come in small sizes and in a variety of colors,  and . There is also a dual type of vibrator which provides stimulation to both clitoris and G-spot. They are normally driven by  and some of them are specially designed for underwater use it can be made by plastic and possibly covered with silicone,
According to your pleasures, you can increase or to decrease the intensity of the vibration and on certain models the frequencies of vibrations can be different.

The mini-vibrator:
 A mini vibrator is simply a small vibrator usually meant for clitoral stimulation. Most mini vibrators are made of hard plastic, sometimes with a soft outer coating. 
Certain models can even be adapted directly on to your finger, and its vibration will only increase your pleasure.

Vibrating panties
 Also known as vibrating thong or vibrating undies is a type of  that is used mainly by female users with the purpose to receive sexual stimulation. This  features the conjunction of a female piece of  and a vibrating element inserted. There are also Remote control vibrating panties, this is a discreet vibrator operated from a  device that can usually work at the distance of up to several meters.

It is advised to use adapted lubricants when usingÖ..",2,1
12,For her : I want a sex toy for the penetration!,"Sex toys are available in a wide variety of materials. Each material has unique characteristics that add functionality and give a certain look and feel to the item. For example, plastic is usually hard and inflexible while jelly is generally soft and flexible. Besides the choice of the materials you have the choice of the forms. Some people will prefer it with the shape of the sex, the others with more playful forms. And not forgetting the vibrating models, this you can be very effective method to stimulate the clitoris.
One material has certain advantages over the other and choosing the right one will help you enjoy your toy for years to come.

It is advisable to use a suitable lubricant when trying them out.",2,1
12,For her : I want to stimulate my desire!,"Geisha balls or Ben wa balls:
 Invented hundreds of years ago, Ben Wa Balls were made to enhance sexual stimulation and to exercise the kegel muscles. You will find some balls are connected by a string, and some connected together with a silicone coating. The string gives an added benefit of being able to tug on the balls for stimulation, exercises, and easy removal.
Ben Wa Balls are made of metal so they are naturally weighted. Duotone Balls are made of plastic, larger, and contain weighted balls inside the plastic balls which roll around causing self-made vibrations. Try them while riding the bus, during intercourse, taking walks, or secretly while working.

The love egg 
Is a type of sensual  that is egg or bullet shaped that can be completely inserted into the  or  due to their small size.
It can be used during , but they can be also used for partner love making as a part of love foreplay or during intercourse. Itís a Helpful tool to exercise control and explore the sensual side of an individual, Also in order to reduce the elasticity of the vagina.

It is advised to use adapted lubricants when using",2,1
12,For him: I want a sex toy for a solo pleasure!,"***Masturbations***

The most common of the sex toys for men. They come in a variety of shapes and sizes. It's made of latex or silicone imitating the anus, mouth or vagina of a woman. These toys are designed to enhance men's masturbation and some can vibrate to provide extra stimulation. They are safe to use and comes in alluring set ups to help the user fantasize. 


***Sex dolls***

Sex dolls, also known as love dolls, feature all the parts of a perfect girl, like a realistic vagina, realistic arse and blow job imitators. These dolls may have vibrating features for added sexual stimulation. These sex dolls will satisfy the most demanding appetite, stimulating the penis with its warm love holes. You can even dress them in sexy lingerie to spice things up and arouse your fantasies. A love doll is a perfect choice for every man, it's very tempting and hard to resist. 	
",2,1
12,For him: I want to increase the size of my penis!,"***Penis pumps***

Penis pumps are designed to use suction to promote healthy blood flow to the penis. It temporarily enlarges the penis and some believes that using pumps will extend their penis size and performance. Its main function is to increase thickness for a harder and more powerful erection. Care should be taken when using sex toys such as a penis pump, so that the level of suction doesn't go too high.
 	

***Cock rings/Sleeve***

The extenders will give you a sure erection during intercourse and to be worn on the penis for making it longer, thus achieving deeper insertion. While the cock ring is to be put on the base of maximum erect penis to sustain blood flow in your penis. They are designed to delay ejaculation and will make the head and shaft of the penis bigger and harder, keeping your erection long enough to satisfy your partner for a storming and overwhelming orgasm! A cock ring, or cockring, is a ring that is placed around a man's penis, usually at the base, primarily to slow the flow of blood from the erect penile tissue, thus maintaining erection for a longer period of time.

These sex toys have been made more tempting by the addition of a vibration feature, as well as clitoris and anal stimulator. ",2,1
12,For him : I want to discover the anal pleasure!,"***Anal Penetration with a sex toy***

Sex toys can be a great way to learn how to have anal sex, either through anal masturbation or anal intercourse with a partner. 
* Butt plugs - also called anal plugs, are typically diamond-shaped with a thin neck and a flared base, which prevents them from slipping into the rectum. The bulge in the middle helps the plug stay in place, where it will stimulate the prostate. To find your prostate, insert a finger or small curved butt plug about two inches in and press towards the belly.
* Anal dildos - use a thin dildo anally if you like the in-and-out motion of penetration, or you can try a dildo of any size (with our without a harness) to have anal sex (anal intercourse) with a partner.


***Anal fisting***

It involves insertion of the hand into the anus. The hand enters the anus slowly while the fingers are straight and together, and then balled into a fist once fully inserted. Done properly, anal fisting stimulates the prostate.
Fisting is edge play in that serious injury can result. If the following physical signs are observed then the play should stop/be re-evaluated. Also damage may not be 
Apparent so after the fisting session the fistee should be warned to watch out for the following after symptoms in the first week following the fisting.


***The nexus***
 
The Nexus male vibrators have been specially designed to stimulate the prostate and are hence also popularly known as prostate massagers. In this process the prostate is stimulated in order to take out the prostate fluid which ultimately results in an orgasm.



***Precautions***

Before fingering the anus, make sure your fingernails are trimmed tight and you have the proper lubrication and always use gloves.",2,1
