"id","idQuiz","question","explanation"
27,0,"Je peux lubrifier mon préservatif avec n'importe quel corps gras","Les préservatifs sont généralement pré-lubrifiés mais vous pouvez compléter la lubrification au moyen d'un gel hydrosoluble. Les corps gras et la vaseline sont à proscrire : ils peuvent corrompre le préservatif ou le rendre poreux. Employez uniquement des gels appropriés disponibles en pharmacie."
28,0,"Une MST ne peut s'attraper que lors de la pénétration","Pour attraper une maladie sexuellement transmissible (MST), il faut qu'un certain nombre de conditions soient réunies.
D'abord il faut qu'il y ait contact sexuel direct dans la plupart des cas, ou indirect (objets de toilette, serviettes...) ce qui est assez rare. Ensuite, il faut que des liquides intimes (sécrétions vaginales, sperme, salive, etc.) contiennent le germe. Et enfin il faut que ces liquides intimes se mêlent alors que le germe y est encore présent et vivant.
L'acte sexuel remplit ces 3 conditions, et c'est pour cela que la transmission des MST se fait aussi facilement, mais ce n'est pas la seule façon."
29,0,"Le risque de contamination par le VIH est-il plus important lors des règles de la femme ?","Chez le partenaire infecté, le sang étant le liquide contenant le plus de virus, tout saignement peut augmenter le risque de transmission : les règles chez la femme, un rapport sexuel traumatisant, une plaie ou une ulcération d'origine infectieuse."
30,0,"Le risque de contamination par le VIH est-il plus important après la ménopause ?","A la ménopause, les muqueuses vaginales sont plus fragiles du fait de l'absence de des secrétions d'œstrogènes, Elles ont donc moins de défense. Elles sont plus susceptibles de saigner et de s'infecter. De plus, autant les jeunes ont le réflexe préservatif, autant les femmes après la ménopause ne l'ont pas encore vraiment acquis. La règle est d'utiliser un préservatif avec chaque nouveau partenaire pendant les 3 premiers mois et de faire test avant de l'abandonner."
31,0,"Le risque de contamination par le VIH est-il plus important si le rapport s'accompagne de violence ?","Les femmes sont souvent victimes de violences. La violence à l’égard des femmes qu’elle ait lieu dans la sphère familiale, sociale ou lors de conflits armés, rend difficile pour ne pas dire impossible le contrôle de leur vie sexuelle, favorisant ainsi les risques de transmission du VIH. La violence, ou la menace de violence, peut également modifier le comportement des femmes qui, par peur, évitent les services de prévention, de traitement et de soins liés au VIH."
32,0,"Toutes les femmes peuvent-elles avoir recours à la pose d'un stérilet? ","Il est interdit si vous avez eu une infection des trompes, interdit si vous avez déjà fait une grossesse extra-utérine, et est déconseillé aux femmes sans enfant."
33,0,"Le stérilet bloque-t-il l’ovulation ? ","Il ne bloque pas le cycle d'ovulation mais empêche la nidification dans l'Utérus afin d'empêcher qu'un ovule fécondé ne puisse s'accrocher sur la paroi Utérine."
34,0,"Le retrait du pénis avant l'éjaculation empêche totalement une éventuelle grossesse","Le retrait empêche le sperme de pénétrer dans le corps de la femme et donc la fécondation. Efficacité pour prévenir les grossesses:  
96% moyennant un usage correct et régulier, 73% dans la pratique courante. C'est l’une des méthodes les moins efficaces, parce que le bon moment pour le retrait est souvent difficile à déterminer."
35,0,"La pilule peut protéger de certaines MST","La pilule protège d’une éventuelle grossesse mais PAS du sida NI d'une quelconque autre MST (maladie sexuellement transmissible). Il est donc conseillé de combiner pilule et préservatif."
36,0,"Le diaphragme est un contraceptif installé dans l'utérus","Le diaphragme et la cape cervicale (en latex ou en silicone tous les deux sont des protections qui se glissent dans le vagin, au contact du col de l'utérus, pour empêcher le passage des spermatozoïdes vers l'intérieur de l'utérus."
37,0,"Aujourd'hui, il existe une pilule pour les hommes","L'absence d'innovation en matière de contraception masculine n'est sans doute pas entièrement liée à des raisons techniques, mais plutôt à l'impossibilité de construire une image convaincante de son usager potentiel."
38,0,"Le pénis d'un gorille est en moyenne de 3 cm","La longueur de son pénis en érection est de 5cm seulement, et 3cm au repos"
39,0,"On parle de micro-pénis à partir de 8 cm au repos","À l'âge adulte, la taille moyenne d'un pénis en érection est d'environ 12,5 cm. Ainsi, à l'âge adulte, un pénis mesurant moins de 7 cm en érection sera qualifié de micropénis."
40,0,"Le premier préservatif a été pensé comme moyen de contraception","3 000 ans avant J-C les soldats égyptiens souhaitant se protéger des maladies vénériennes utilisaient des boyaux de mouton ou des vessies de porc. Par la suite, le préservatif deviendra aussi un moyen de contraception, qu'il soit en papier de soie ou de tissu huilé, de soie ou de velours."
41,0,"Peut on naître avec le pénis tordu?","Contrairement à la croyance populaire, une courbe dans le pénis ne veut pas nécessairement signifier que vous avez la maladie de La Peyronie.

Cette pathologie tient son nom du premier chirurgien français qui la décrivit, François de la Peyronie, en 1743.

La maladie de La Peyronie est caractérisée par une courbure sévère dans le pénis causé par le durcissement de tissus. Une plaque ou un morceau de chair dur se forme dans le pénis, habituellement sur le dessus ou dessous du membre, dans la couche du tissu érectile. La plaque donne l’impression d’être du « tissu mort » qui n’est ni douloureux, ni agréable lorsque touché."
42,0,"Les MST et infections sont moins fréquentes chez les hommes circonsies","Un homme circoncis a un peu moins de risques d'attraper le sida au cours d'un rapport sexuel s'il n'utilise pas de préservatif. La circoncision diminue la surface de muqueuse de la zone sexuelle. Or ce sont les muqueuses qui peuvent laisser entrer dans le corps le virus du sida. C'est pourquoi les hommes circoncis sont un peu moins réceptifs au virus du sida. Cela dit, un peu moins ne signifie absolument pas qu'ils soient à l'abri de cette maladie. Ils doivent donc utiliser systématiquement des préservatifs en cas de relation sexuelle de passage, ou avec une personne dont ils ne connaissent pas les résultats du test de dépistage."
43,0,"Le « Prince Albert » est un surnom donné au piercing situé sur le pénis?","Lors de la réalisation d’un Prince Albert, on perce à droite ou à gauche du frein à l’aide d’une aiguille que l’on fait ressortir par l’urètre. On insère alors un anneau dans le trou ainsi formé à la base du gland. Il est considéré comme le piercing génital masculin le plus populaire."
44,0,"Peut-on se casser le pénis?","Extrêmement douloureuses et spectaculaires, les fractures du pénis sont pour la plupart dues à de faux mouvements lors d'ébats amoureux très dynamiques. Sous le choc, le pénis semblent s'être cassé. Lors de ces faux pas du coït, l'enveloppe rigide (albuginée) qui entoure le pénis se déchire. Relativement élastique lorsque le pénis est flasque, elle devient rigide lors de l'érection. Résultats, les testicules peuvent augmenter de volume, la verge vire au bleu indigo. Le numéro des urgences s'impose, tout en soignant rapidement l'hématome avec de la glace enveloppée dans un linge ! "
45,0,"Une érection trop persistante peut être dangereux","Contrairement à l'impuissance, le priapisme est une érection persistante qui ne retombe pas.

Malgré une absence de douleur chez certains hommes, le priapisme est très grave. Le pénis n'étant plus correctement irrigué, de nombreuses complications peuvent survenir, très rapidement.

Le plus souvent, le priapisme est consécutif à la prise d'un médicament contre l'impuissance."
46,0,"En Nouvelle-Guinée, la tradition veut que l'homme offre son prépuce (peau qui recouvre le gland) à sa sœur","Pas d'explication particulière"
47,0,"Ce n’est qu’en 1940 que la castration a été officiellement interdite","En Europe occidentale, la castration a parfois été pratiquée chez des enfants ou adolescents pour obtenir des castrats, c'est-à-dire des hommes chantant avec une voix aiguë, très recherchés jadis pour certains spectacles lyriques ou pour le chant à l'église (le catholicisme interdisait autrefois aux femmes de chanter dans une église). La pratique de la castration dans le but d'obtenir ce type de voix ayant été interdite par le pape Clément XIV à la fin du XVIIIe siècle, les castrats ont disparu au cours du siècle suivant."
48,0,"L'érection signifie que le corps caverneux se remplit de sang","Lors d'une excitation sexuelle, des puissantes impulsions vont vers les organes génitaux qui provoquent la relaxation des fibres musculaires dans les parois des artères et dans les corps caverneux du pénis. En conséquence, le pénis et les corps caverneux se remplissent de sang artériel, s’augmentent de la taille - une érection se produit."
49,0,"Avoir des éjaculations pendant son sommeil est un signe de troubles sexuels","En dehors d’une stimulation sexuelle active, l’éjaculation peut se produire pendant le sommeil ; on appelle parfois ce phénomène émission nocturne ou pollution nocturne. Ces éjaculations peuvent se produire à partir de l’adolescence et, moins fréquemment, au cours de l’âge adulte ; elles sont considérées comme normales. L’éjaculation nocturne correspond souvent à un rêve érotique. Enfin, il n’y a pas de corrélation entre l’abstinence sexuelle et leur fréquence."
50,0,"Le prépuce est la peau qui recouvre le gland","Le prépuce est le repli mobile de peau et de muqueuse coulissant et non roulant, qui couvre plus ou moins le gland du pénis et le protège à l’état de flaccidité. En 2009 et selon l’Organisation mondiale de la santé, plus de 1,5 milliards d’hommes, soit environ 70 % de la population masculine mondiale, possédaient un prépuce1, les 30 % restants (661 millions d’hommes) ayant fait l’objet d’une ablation du prépuce nommée circoncision."
51,0,"L'intensité de l'orgasme est liée à la quantité de sperme éjaculé","Il n'existe aucun lien entre l'intensité de l'orgasme et la quantité de sperme éjaculé. Pour améliorer l'orgasme, rendez-vous dans notre rubrique Conseils."
52,0,"Au contraire de la femme, les tétons des hommes sont insensibles","Les tétons d'un homme sont également sensibles, même si certains ne ressentent aucun plaisir."
53,0,"Les plus petites verges au repos sont forcément les plus petites en érection","Chez un même homme, la taille du pénis au repos est très variable, elle change selon la température du lieu ou l'état émotionnel. Même hors excitation, le stress, l'anxiété, l'effort, ont tendance à faire varier le volume des corps érectiles, lequel est aussi très variable d'un homme à l'autre. Et la taille du pénis au repos n'a aucune relation avec sa taille en érection."
54,0,"Le point G de la femme est en rapport avec le Gland du pénis de l'homme","Le point G vient de la 1ère lettre de celui qui l'a découvert, GRAFENBERG"
55,0,"Lors de l'excitation sexuelle le point G augmente de volume","Le point G gonfle sous l’effet d’une stimulation adaptée. Les parois du vagin (surtout la paroi antérieure) sont formées de corps érectiles qui augmentent de volume avec l’excitation sexuelle. Un peu comme le clitoris, le pénis ou encore le plexus nerveux. C’est une petite zone du périnée, localisée entre le scrotum et l’anus."
56,0,"Certaines positions permettent une meilleure stimulation du point G","Certaines positions sexuelles permettent une stimulation directe de cette zone en particulier si l'homme est derrière la femme lors du coït ou si, dans la position du missionnaire, elle pose ses jambes sur ses épaules. L'attention et le savoir-faire du partenaire sont cependant plus déterminants qu'une position particulière."
57,0,"La stimulation du point G donne souvent dans un premier temps le sentiment d'avoir envie d'uriner","La stimulation du point G provoque une envie d'uriner, car il passe devant l'urètre, conduit menant à la vessie. Loin de vous arrêter, ce signe doit vous inciter à persévérer, jusqu'à sa disparition au profit de sensations plus agréables."
58,0,"La stimulation du point G entraîne toujours l'orgasme","La stimulation du point G facilite l'accès à l'orgasme, mais ne le garanti en aucun cas. "
59,0,"Chez l'homme, la zone semblable du point G correspondrait à la prostate","En effet, la prostate, cette petite glande de la forme et de la taille d'une châtaigne située sous la vessie et traversée par l'urètre, participe non seulement à la fabrication du sperme, mais aussi au plaisir et à l'éjaculation. Explication : lors de l'éjaculation après le remplissage des canaux éjaculateurs c'est la prostate qui se contracte, les sécrétions prostatiques se mêlent alors au liquide séminal. Puis la contraction des muscles bulbo-caverneux expulsent le sperme de manière saccadée vers l'urètre pénien. Ces saccades musculaires participent grandement à la sensation de plaisir."
60,0,"Le point G est situé sur la paroi antérieure du vagin, derrière l’os du pubis","Il est situé sur la paroi antérieure du vagin, derrière l’os du pubis. Il est en général à la moitié du chemin entre l’entrée et le fond du vagin, soit à 4 cm de l’entrée. Mais chaque femme étant unique, il peut aussi se trouver juste à l’entrée, ou tout au fond."
61,0,"Le point G vient de la 1ère lettre de celui qui l'a découvert, GRAFENBERG","Le terme  point G apparaît pour la première fois dans le livre éponyme publié en 1982 par le Dr Patrick Dao, Alice Ladas et Beverly Whipple. L'ouvrage décrit une zone dans le vagin répondant à la stimulation directe pour provoquer un orgasme chez certaines femmes. Le nom point G a été utilisé par les auteurs du livre en référence au sexologue allemand Ernst Gräfenberg qui le premier considéra la sensibilité érotique de cette zone en 1950."
62,0,"Au XVIIème siècle, le mot Orgasme signifiait un excès de colère, rien à voir avec un plaisir sexuel","Jusqu’au XVIIe siècle, l’orgasme signifiait un accès de colère! Au XVIIIe siècle, une attaque d’orgasme était une crise d’hystérie (Diderot et d’Alembert). Ce n’est que vers 1830 que l’orgasme s’est mis à désigner l’acmé du plaisir sexuel… mais de l’homme, uniquement! Les femmes n’auront droit à l’orgasme - sémantiquement s’entend - qu’au cours du XXe siècle!"
63,0,"Le stress peut causer des troubles sexuels","29 % des hommes stressés victimes de troubles de l’érection. Baisse de désir, de la fréquence des rapports ou troubles de l’érection, le stress peut réellement miner votre vie sexuelle. En France, un homme sur cinq souffre de troubles de l’érection fréquents ou occasionnels. Dans la majorité de ces cas, ces problèmes sont d’origine psychogène (cause psychologique) ou mixte (en partie psychogène)."
64,0,"Il est possible d'avoir plusieurs orgasmes de suite pour une femme.","Grand avantage des femmes en matière d’orgasmes : elles peuvent les répéter. Après une première jouissance, leur plaisir et leur excitation ne retombent pas immédiatement, contrairement à l’homme dont l’érection disparaît rapidement. Les médecins parlent de la capacité multi-orgasmique de certaines femmes."
65,0,"Beaucoup de femmes découvrent le plaisir vaginal vers 30-35 ans","Si l’homme doit, pour accéder à la maturité, maîtriser ses pulsions, la femme doit, elle, au contraire aller vers le lâcher-prise, l’abandon. Ce comportement ne s’acquiert pas du jour au lendemain, explique Gérard Leleu. Il faut pour cela qu’elle ait une certaine connaissance de son plaisir, donc de son corps. La masturbation joue à ce titre un rôle important. Une fois que les femmes maîtrisent le cheminement de leur plaisir, elles peuvent s’autoriser à être sexuellement actives avec un homme. Cette lente progression vers la maturité explique que de nombreuses femmes découvrent l’orgasme vaginal plus sûrement autour de 35 ans que de 20.  Dès lors, faire l’amour devient un échange dans la connaissance de soi et des différences de l’autre."
66,0,"Chez l'homme, l'orgasme et l'éjaculation sont indissociables"," Il est aussi possible pour l’homme adulte d’avoir un orgasme sans éjaculer (par exemple lorsqu’il a déjà éjaculé plusieurs fois), on parle alors d’étreinte réservée, et d’éjaculer sans orgasme (ce qui peut être le cas pour les éjaculateurs précoces notamment)"
67,0,"De quel pays est originaire le Kamasutra?","A l'origine,ce livre indien était préconisé à l'aristocratie et aux courtisanes pour bien vivre en couple."
68,0,"Que veut dire Kamasutra?","En effet, Kama représente le dieu de l'amour charnel et sutra signifie aphorisme."
69,0,"Le Kamasutra est synonyme de Tantrisme","Le Kamasutra est un recueil de conseils à mettre en pratique alors que le Tantrisme est une réelle doctrine philosophique."
70,0,"Le Kamasutra venant d'Orient est arrivé en Occident au ","La première traduction du célèbre ouvrage indien est apparue en 1883!"
71,0,"Le Kamasutra fait partie des 10 livres les plus vendus au monde","On pourrait croire que le Kamasutra soit le livre le plus vendu au monde, tellement il est universel, mais non le n°1 est la Bible. Il ne fait même partie du top ten."
72,0,"L'homme est assis, jambes écartées, plantes de pieds collées l'une contre l'autre. La femme s'assied sur lui et entoure sa taille avec ses jambes. Comment s'appelle cette position ?","Cette position favorise un contact intime fort, une fusion des corps. Par ailleurs, la pénétration est d'autant plus facile que dans cette posture, le vagin se dilate naturellement. Les deux partenaires sont actifs et contrôlent ensemble le rythme des pénétrations. Car si, a priori, la femme semble plus en mesure de dominer la situation, l’homme peut l’aider à effectuer les mouvements en plaçant ses mains sous ses fesses."
73,0,"Quelle position privilégier quand une femme est enceinte?","Avec un gros ventre, il faut s'adapter, choisissez l'angevine car vous êtes couchés et l'homme pénètre doucement!"
74,0,"Quelle position n'existe pas ?","La position du Kangourou n'existe pas! Mais il est vrai qu'il est difficile de trouver car les termes sont toujours exotiques"
75,0,"Selon le Kamasutra que doit faire un homme pour stimuler l'acte sexuel :","Le Kamasutra explique à ses lecteurs qu'il est indispensable de savoir caresser, mordre ou griffer son partenaire pour un acte sexuel complet."
76,0,"Le missionnaire est une appellation occidentale et ne figure pas dans le Kamasutra","Cette position, grand classique de nos câlins, est bien illustrée dans le célèbre manuel."
77,0,"Dans l'une de ces positions, la femme est au-dessus. Laquelle ?","L’homme est allongé sur le dos, tandis que la femme est au-dessus, assise ou accroupie sur lui. C’est bien souvent la position que les sexologues recommandent aux femmes qui souhaitent découvrir l'orgasme vaginal. Puisqu'elles sont aux commandes, elles choisissent l’inclinaison de leur corps, l’angle et la profondeur de la pénétration, le rythme des mouvements. En clair, elles se font plaisir !"
78,0,"Qu'est-ce qui caractérise la position du collier de Vénus ?","Attention Mesdames, voici une position particulièrement acrobatique ! Alors que l'homme est debout, la femme accroche ses pieds autour du cou de son partenaire. Au lieu de garder la tête en bas, elle lève son buste et forme un angle droit avec ses jambes.
Autant vous dire que cela demande un brin d'équilibre, beaucoup d'abdos, et pas mal d'années de pratique ! Demandez au moins à votre partenaire de vous soutenir le buste avec ses bras..."
79,0,"Quelle star compare le bonheur du sexe au bonheur d'acheter des chaussures?","Pas d'explication particulière"
80,0,"Quel artiste a déclaré pouvoir se passer de sexe car elle se débrouille toute seule?","Pas d'explication particulière"
81,0,"Quelle star pense que le plus important pour les hommes est la taille de leur sexe?","Pas d'explication particulière"
82,0,"Quelle star a dit : Je ne sais pas à quoi sert un mâle, j'ai quelques gadgets électroniques formidables à la maison pour les remplacer.","Pas d'explication particulière"
83,0,"Quelle star a dit : Tout passe par le sexe, c'est la chose animale qui nous relie les uns aux autres.","Pas d'explication particulière"
84,0,"Quelle star a dit : Mon éducation catholique a multiplié par dix mon envie de sexe.","Pas d'explication particulière"
85,0,"Quelle célébrité a essayé la sodomie et le recommande à toutes les femmes?","Pas d'explication particulière"
86,0,"Quelle star a dit : Le sexe fait partie de la nature, j'obéis à la nature.","Pas d'explication particulière"
87,0,"Quelle star a dit : J'aime le sexe en voiture. Si j'en ai vraiment envie et qu'il me tente de faire quelque chose de fou et sexy, le siège arrière fait l'affaire.","Pas d'explication particulière"
88,0,"Quelle star a dit : Je connais de bien meilleurs orgasmes depuis que je suis entrée dans la quarantaine.","Pas d'explication particulière"
89,0,"Si l'homme trouve le point G de la femme, celle-ci a automatiquement un orgasme","La stimulation du point G procure des sensations agréables pour la femme, mais pas automatiquement un orgasme. Seul 10% des femmes ont connu un orgasme par la stimulation du point G."
90,0,"La taille du pénis est un facteur indispensable au plaisir de la femme","Un pénis de grande taille ne procure pas plus de plaisir qu'un pénis de taille normal. Il faut savoir qu' un vagin en excitation fait environ 12 cms et rare sont les pénis qui font moins de 12 cms en érection! "
91,0,"Suite à un accouchement, le vagin reste distendu","Certes, le vagin peut se détendre pour l'accouchement et heureusement! Mais il retrouve sa taille initial et sa tonicité quelques temps après."
92,0,"Les femmes qui ont beaucoup de pertes blanches, sont des femmes fontaines","Certaines femmes ont en effet des pertes blanches mais cela n'a rien avoir avec la femme fontaine. On parle de femme fontaine lorsque, au moment de l'orgasme, du liquide sort en jet de l'urètre, et cela de manière saccadée. C'est d'ailleurs pour cela que on utilise parfois les termes d'éjaculation féminine !"
93,0,"Un homme est incapable de simuler un orgasme","Eh oui, un homme peut simuler, ce n'est pas réservé aux femmes. Il pousse quelques cris et gémissements quand il s'ennuie. Cependant il n'éjacule pas car cela est impossible à faire sur commande!"
94,0,"Qu'est ce que le Mont de Vénus ?","Le Mont de Vénus désigne le petit coussin de graisse recouvert de poils situé à l'avant du sexe, au-dessus de l'os pubien. Il est très sensible et réactif aux baisers et caresses en tout genre."
95,0,"La taille du clitoris influence sur le plaisir de la femme","Le clitoris est l'organe le plus sensible de la femme mais sa différence de taille d'une femme à l'autre n'a aucune influence sur le plaisir!"
96,0,"Certains exercices musculaires peuvent accroitre les sensations vaginales, comment s'appellent ils?","En effet, la femme doit aller aux toilettes, commencer à uriner et contrôler le flux à plusieurs reprises. Ainsi ces muscles sont plus forts et elle pourra ressentir plus de sensations, voire un orgasme plus intense!"
97,0,"Il est nécessaire de bien respirer pendant l'amour, mais à quelle allure?","Une respiration lente et profonde détend vos muscles! Lorsque vous inspirez, ils se contractent et lorsque vous expirez, ils se détendent ce qui augmente votre énergie sexuelle."
98,0,"Une position, très célèbre, ne stimule pas le clitoris; laquelle :","Quand vous faites la position de la levrette, il n'y a aucun contact entre le clitoris de la femme et le sexe de l'homme."
99,0,"L'épilation peut jouer un rôle dans les sensations de la femme :","En effet, la peau est plus sensible sans aucun poil! Par conséquent, plus de sensations!"
100,0,"Une astuce pour intensifier le plaisir :","La chaleur augmente le flux sanguin vers les organes génitaux, ainsi le vagin est mieux lubrifier! A vous de trouver d'autres astuces pour vous réchauffer..."
101,0,"Quelle huile dois-je utiliser pour me détendre et savourer le plaisir de l'amour ?","Les huiles essentielles ont plusieurs vertus mais pour se détendre, rien de tel que du ylang-ylang."
102,0,"Un orgasme, pour être plus brûlant, doit être :","Pour un orgasme plus intense, on peut arrêter toutes stimulations juste avant l'extase, attendre et reprendre ensuite. Votre orgasme qui est maîtrisé n'en sera que plus fort au moment voulu!"
103,0,"Le vagin devient insensible après plusieurs utilisations de sextoys:","Absolument pas et heureusement :)"
104,0,"Selon vous quel est le pourcentage de femmes et d'hommes a avoir déjà vu un film pornographique?","Ce chiffre est fourni selon un sondage de Mr Dorcel!"
105,0,"Que signifie le candaulisme?","Ce terme vient du Roi Candaule qui montra à ses soldats ses ébats avec sa femme!"
106,0,"Quelle est la taille moyenne d'un pénis français en érection?","Le sexe d'un français est plus grand d'un cm que la moyenne mondiale! "
107,0,"Que signifie l'axilisme ?","En effet, les aisselles sont une zone chaude, comme le vagin et par conséquent procurer du plaisir."
